"TOA5","CR200Series_st1","CR200X","No_SN","CR200X.Std.02","Otemma_Septembre2018_5min_upstream_s1109.cr2","8094","StageTemp"
"TIMESTAMP","RECORD","Stage_m","Temp_C"
"TS","RN","meters","deg C"
"","","Smp","Smp"
"2019-07-09 11:15:00",235,0.3927498,0.2261491
"2019-07-09 11:20:00",236,0.3685353,0.1918013
"2019-07-09 11:25:00",237,0.3468391,0.2285516
"2019-07-09 11:30:00",238,0.3588215,0.2070139
"2019-07-09 11:35:00",239,0.3678002,0.2018769
"2019-07-09 11:40:00",240,0.3883837,0.1985676
"2019-07-09 11:45:00",241,0.3507815,0.1934742
"2019-07-09 11:50:00",242,0.3404859,0.2358714
"2019-07-09 11:55:00",243,0.3508441,0.2536583
"2019-07-09 12:00:00",244,0.363181,0.2597325
"2019-07-09 12:05:00",245,0.3721963,0.2450856
"2019-07-09 12:10:00",246,0.3601258,0.1919128
"2019-07-09 12:15:00",247,0.3650378,0.224831
"2019-07-09 12:20:00",248,0.3812447,0.2575357
"2019-07-09 12:25:00",249,0.3428299,0.2325064
"2019-07-09 12:30:00",250,0.3630956,0.225102
"2019-07-09 12:35:00",251,0.3634318,0.1543245
"2019-07-09 12:40:00",252,0.382775,0.1436449
"2019-07-09 12:45:00",253,0.3842285,0.1444778
"2019-07-09 12:50:00",254,0.3701844,0.1506051
"2019-07-09 12:55:00",255,0.3662303,0.1826891
"2019-07-09 13:00:00",256,0.3680225,0.1415709
"2019-07-09 13:05:00",257,0.3707034,0.1583147
"2019-07-09 13:10:00",258,0.3854821,0.1626981
"2019-07-09 13:15:00",259,0.3820525,0.1478464
"2019-07-09 13:20:00",260,0.3909746,0.1642425
"2019-07-09 13:25:00",261,0.3868775,0.1547595
"2019-07-09 13:30:00",262,0.3862416,0.1888911
"2019-07-09 13:35:00",263,0.3769416,0.1833209
"2019-07-09 13:40:00",264,0.3697636,0.1939522
"2019-07-09 13:45:00",265,0.3705203,0.2021
"2019-07-09 13:50:00",266,0.3689392,0.1488597
"2019-07-09 13:55:00",267,0.3694165,0.1909887
"2019-07-09 14:00:00",268,0.3858219,0.1615465
"2019-07-09 14:05:00",269,0.3406783,0.2208928
"2019-07-09 14:10:00",270,0.3682069,0.2663184
"2019-07-09 14:15:00",271,0.3661899,0.2417304
"2019-07-09 14:20:00",272,0.3780369,0.1996672
"2019-07-09 14:25:00",273,0.3817744,0.1900063
"2019-07-09 14:30:00",274,0.3882096,0.1817759
"2019-07-09 14:35:00",275,0.3894615,0.2074973
"2019-07-09 14:40:00",276,0.3762042,0.204347
"2019-07-09 14:45:00",277,0.3819683,0.1944886
"2019-07-09 14:50:00",278,0.3760516,0.2601581
"2019-07-09 14:55:00",279,0.3840595,0.2254156
"2019-07-09 15:00:00",280,0.368652,0.2118805
"2019-07-09 15:05:00",281,0.384548,0.1890982
"2019-07-09 15:10:00",282,0.3764583,0.1588082
"2019-07-09 15:15:00",283,0.3637576,0.1562028
"2019-07-09 15:20:00",284,0.3621505,0.181436
"2019-07-09 15:25:00",285,0.380363,0.1516822
"2019-07-09 15:30:00",286,0.3859375,0.1487907
"2019-07-09 15:35:00",287,0.3892009,0.1453689
"2019-07-09 15:40:00",288,0.3838294,0.148101
"2019-07-09 15:45:00",289,0.3874085,0.1474061
"2019-07-09 15:50:00",290,0.3729009,0.1326234
"2019-07-09 15:55:00",291,0.3673569,0.1654578
"2019-07-09 16:00:00",292,0.3675888,0.1417937
"2019-07-09 16:05:00",293,0.3892021,0.1866236
"2019-07-09 16:10:00",294,0.3980031,0.1982011
"2019-07-09 16:15:00",295,0.3713629,0.1269652
"2019-07-09 16:20:00",296,0.3679743,0.1388021
"2019-07-09 16:25:00",297,0.3878961,0.1143154
"2019-07-09 16:30:00",298,0.3784804,0.11607
"2019-07-09 16:35:00",299,0.3953304,0.1289325
"2019-07-09 16:40:00",300,0.3584487,0.1340765
"2019-07-09 16:45:00",301,0.3590035,0.1756864
"2019-07-09 16:50:00",302,0.3575251,0.1656224
"2019-07-09 16:55:00",303,0.3742994,0.1712008
"2019-07-09 17:00:00",304,0.4070564,0.1740354
"2019-07-09 17:05:00",305,0.3742405,0.1499261
"2019-07-09 17:10:00",306,0.3856719,0.1517777
"2019-07-09 17:15:00",307,0.4076581,0.1262918
"2019-07-09 17:20:00",308,0.3684597,0.1199188
"2019-07-09 17:25:00",309,0.3953919,0.1201839
"2019-07-09 17:30:00",310,0.3730538,0.1129213
"2019-07-09 17:35:00",311,0.4118234,0.1025755
"2019-07-09 17:40:00",312,0.4018646,0.0830464
"2019-07-09 17:45:00",313,0.3932576,0.0883755
"2019-07-09 17:50:00",314,0.3947085,0.0796512
"2019-07-09 17:55:00",315,0.3917219,0.0722737
"2019-07-09 18:00:00",316,0.4149553,0.0866591
"2019-07-09 18:05:00",317,0.3020451,0.1001273
"2019-07-09 18:10:00",318,0.3722597,0.0678204
"2019-07-09 18:15:00",319,0.3884043,0.0701767
"2019-07-09 18:20:00",320,0.3892608,0.0704362
"2019-07-09 18:25:00",321,0.4054027,0.0647653
"2019-07-09 18:30:00",322,0.3808413,0.062478
"2019-07-09 18:35:00",323,0.4160016,0.0647547
"2019-07-09 18:40:00",324,0.4137582,0.0677727
"2019-07-09 18:45:00",325,0.4121783,0.0670367
"2019-07-09 18:50:00",326,0.4200352,0.0665337
"2019-07-09 18:55:00",327,0.3974018,0.0649453
"2019-07-09 19:00:00",328,0.4041894,0.0644052
"2019-07-09 19:05:00",329,0.3880868,0.0657713
"2019-07-09 19:10:00",330,0.4036875,0.0653053
"2019-07-09 19:15:00",331,0.3819286,0.0673756
"2019-07-09 19:20:00",332,0.4128689,0.0657871
"2019-07-09 19:25:00",333,0.4210056,0.0644476
"2019-07-09 19:30:00",334,0.3967223,0.0596456
"2019-07-09 19:35:00",335,0.3798872,0.0590951
"2019-07-09 19:40:00",336,0.3902288,0.0611439
"2019-07-09 19:45:00",337,0.4077873,0.060588
"2019-07-09 19:50:00",338,0.4111035,0.0599103
"2019-07-09 19:55:00",339,0.4082766,0.0581316
"2019-07-09 20:00:00",340,0.408032,0.0587192
"2019-07-09 20:05:00",341,0.3922771,0.0587774
"2019-07-09 20:10:00",342,0.3781517,0.0580469
